locusts,left-grass,right-grass
50,2140,2187
50,2103,2187
50,2067,2187
50,2035,2187
49,2000,2187
49,1972,2187
48,1953,2187
48,1931,2187
47,1914,2187
46,1905,2187
45,1894,2187
43,1883,2187
42,1879,2187
42,1873,2187
40,1871,2187
40,1866,2187
40,1866,2187
39,1859,2187
37,1862,2187
37,1865,2187
35,1872,2187
35,1870,2187
35,1869,2187
34,1870,2187
36,1867,2187
36,1869,2187
37,1867,2187
39,1861,2187
41,1858,2187
46,1853,2187
45,1858,2187
46,1855,2187
47,1847,2187
46,1845,2187
47,1833,2187
49,1822,2187
52,1817,2187
50,1811,2187
51,1806,2187
52,1798,2187
51,1786,2187
51,1788,2187
50,1784,2187
54,1785,2187
55,1780,2187
54,1780,2187
57,1767,2187
57,1754,2187
58,1739,2187
60,1725,2187
61,1720,2187
63,1704,2187
63,1698,2187
65,1683,2187
64,1672,2187
64,1668,2187
65,1655,2187
67,1664,2187
72,1647,2187
75,1638,2187
74,1629,2187
78,1622,2187
81,1610,2187
81,1604,2187
81,1596,2187
80,1585,2187
82,1568,2187
83,1561,2187
85,1562,2187
90,1543,2187
91,1530,2187
88,1522,2187
89,1516,2187
89,1501,2187
84,1494,2187
84,1511,2187
87,1504,2187
87,1512,2187
86,1505,2187
82,1502,2187
81,1504,2187
80,1503,2187
77,1502,2187
75,1518,2187
76,1515,2187
74,1513,2187
74,1515,2187
76,1505,2187
77,1502,2187
79,1503,2187
81,1507,2187
84,1489,2187
83,1483,2187
79,1491,2187
75,1492,2187
76,1499,2187
79,1493,2187
82,1471,2187
85,1468,2187
84,1468,2187
84,1453,2187
82,1445,2187
82,1437,2187
81,1448,2187
83,1443,2187
83,1421,2187
83,1420,2187
86,1424,2187
86,1431,2187
81,1431,2187
81,1431,2187
83,1432,2187
80,1440,2187
78,1435,2187
81,1444,2187
82,1443,2187
79,1447,2187
79,1451,2187
81,1453,2187
82,1457,2187
80,1460,2187
79,1455,2187
80,1468,2187
80,1474,2187
79,1492,2187
82,1489,2187
85,1487,2187
85,1486,2187
83,1481,2187
82,1484,2187
82,1481,2187
79,1485,2187
80,1480,2187
79,1479,2187
77,1488,2187
74,1482,2187
73,1487,2187
74,1495,2187
78,1490,2187
79,1491,2187
79,1490,2187
82,1500,2187
84,1487,2187
87,1479,2187
91,1489,2187
93,1480,2187
94,1473,2187
94,1465,2187
89,1469,2187
90,1465,2187
93,1458,2187
93,1452,2187
92,1446,2187
91,1439,2187
93,1441,2187
93,1446,2187
96,1450,2187
96,1455,2187
97,1452,2187
97,1443,2187
