locusts,left-grass,right-grass
50,2143,2187
50,2109,2187
50,2070,2187
50,2040,2187
50,2002,2187
50,1972,2187
50,1943,2187
49,1921,2187
48,1898,2187
48,1883,2187
48,1870,2187
47,1858,2187
46,1851,2187
45,1838,2187
45,1836,2187
44,1827,2187
43,1817,2187
41,1807,2187
40,1809,2187
40,1807,2187
37,1808,2187
38,1813,2187
38,1816,2187
40,1811,2187
42,1814,2187
43,1811,2187
43,1816,2187
43,1816,2187
42,1809,2187
45,1806,2187
47,1809,2187
47,1805,2187
47,1803,2187
47,1809,2187
46,1804,2187
48,1801,2187
51,1803,2187
53,1802,2187
55,1800,2187
58,1798,2187
58,1792,2187
58,1781,2187
59,1779,2187
61,1770,2187
61,1754,2187
63,1735,2187
65,1724,2187
66,1709,2187
68,1699,2187
69,1691,2187
74,1679,2187
76,1663,2187
76,1650,2187
79,1644,2187
77,1635,2187
78,1630,2187
78,1616,2187
75,1590,2187
75,1576,2187
79,1558,2187
82,1552,2187
83,1545,2187
85,1533,2187
81,1538,2187
75,1541,2187
72,1540,2187
72,1535,2187
72,1536,2187
73,1534,2187
74,1551,2187
74,1555,2187
71,1553,2187
72,1548,2187
73,1544,2187
72,1544,2187
74,1542,2187
74,1547,2187
75,1542,2187
76,1541,2187
76,1534,2187
77,1523,2187
80,1512,2187
77,1497,2187
78,1499,2187
78,1500,2187
80,1496,2187
81,1496,2187
84,1493,2187
86,1497,2187
83,1490,2187
81,1488,2187
76,1500,2187
83,1498,2187
88,1486,2187
88,1470,2187
84,1470,2187
85,1471,2187
85,1471,2187
83,1475,2187
82,1472,2187
81,1473,2187
81,1469,2187
81,1468,2187
80,1467,2187
79,1462,2187
79,1461,2187
79,1450,2187
79,1453,2187
82,1434,2187
80,1447,2187
78,1455,2187
79,1442,2187
80,1453,2187
78,1446,2187
79,1453,2187
81,1465,2187
80,1469,2187
80,1466,2187
77,1473,2187
74,1483,2187
72,1477,2187
72,1490,2187
73,1503,2187
73,1504,2187
75,1499,2187
74,1502,2187
76,1505,2187
74,1512,2187
77,1500,2187
74,1505,2187
74,1502,2187
75,1507,2187
72,1518,2187
74,1521,2187
74,1525,2187
73,1529,2187
74,1538,2187
70,1553,2187
68,1550,2187
69,1547,2187
68,1554,2187
70,1553,2187
70,1550,2187
72,1548,2187
76,1540,2187
74,1535,2187
72,1541,2187
72,1548,2187
72,1541,2187
70,1552,2187
69,1562,2187
69,1562,2187
68,1558,2187
66,1562,2187
63,1565,2187
63,1558,2187
64,1571,2187
62,1571,2187
62,1573,2187
64,1574,2187
70,1571,2187
70,1558,2187
72,1561,2187
74,1559,2187
72,1555,2187
73,1543,2187
75,1546,2187
78,1538,2187
81,1519,2187
79,1496,2187
78,1491,2187
77,1486,2187
82,1481,2187
86,1465,2187
87,1455,2187
88,1444,2187
87,1441,2187
88,1433,2187
94,1426,2187
93,1428,2187
90,1431,2187
92,1425,2187
92,1408,2187
93,1402,2187
