locusts,left-grass,right-grass
50,2141,2187
50,2102,2187
49,2069,2187
49,2038,2187
49,2016,2187
49,1986,2187
49,1973,2187
49,1947,2187
49,1929,2187
49,1925,2187
48,1912,2187
48,1906,2187
47,1896,2187
47,1884,2187
46,1885,2187
44,1883,2187
44,1876,2187
44,1876,2187
43,1866,2187
41,1865,2187
40,1857,2187
38,1847,2187
38,1840,2187
39,1838,2187
42,1845,2187
44,1837,2187
45,1838,2187
47,1831,2187
47,1829,2187
51,1819,2187
54,1816,2187
57,1799,2187
61,1782,2187
65,1756,2187
63,1755,2187
65,1742,2187
66,1734,2187
68,1722,2187
70,1715,2187
72,1706,2187
73,1692,2187
78,1682,2187
82,1674,2187
86,1663,2187
91,1648,2187
95,1633,2187
99,1609,2187
99,1593,2187
101,1564,2187
107,1537,2187
110,1525,2187
109,1507,2187
107,1479,2187
108,1467,2187
111,1456,2187
108,1447,2187
105,1435,2187
99,1432,2187
94,1437,2187
94,1438,2187
92,1416,2187
89,1414,2187
91,1408,2187
88,1422,2187
87,1420,2187
85,1439,2187
84,1451,2187
86,1458,2187
86,1472,2187
85,1470,2187
85,1482,2187
85,1494,2187
85,1491,2187
83,1487,2187
81,1494,2187
80,1496,2187
76,1511,2187
75,1509,2187
77,1519,2187
78,1515,2187
77,1509,2187
79,1491,2187
81,1500,2187
80,1506,2187
82,1513,2187
78,1516,2187
79,1512,2187
82,1516,2187
84,1518,2187
85,1513,2187
83,1504,2187
84,1506,2187
85,1512,2187
83,1517,2187
79,1514,2187
83,1504,2187
86,1497,2187
88,1492,2187
90,1490,2187
89,1494,2187
92,1490,2187
92,1490,2187
90,1477,2187
93,1464,2187
97,1453,2187
94,1454,2187
94,1452,2187
94,1456,2187
98,1447,2187
101,1456,2187
100,1455,2187
102,1454,2187
101,1445,2187
101,1430,2187
100,1421,2187
100,1408,2187
100,1394,2187
101,1389,2187
101,1377,2187
104,1382,2187
105,1380,2187
110,1370,2187
110,1363,2187
107,1370,2187
104,1371,2187
106,1375,2187
107,1373,2187
109,1370,2187
108,1352,2187
108,1352,2187
110,1348,2187
109,1352,2187
109,1345,2187
110,1345,2187
108,1349,2187
107,1344,2187
105,1341,2187
104,1323,2187
103,1337,2187
99,1337,2187
101,1335,2187
103,1336,2187
106,1324,2187
108,1321,2187
106,1320,2187
105,1316,2187
104,1329,2187
101,1333,2187
100,1345,2187
101,1337,2187
104,1334,2187
100,1325,2187
104,1334,2187
103,1345,2187
101,1328,2187
100,1321,2187
102,1331,2187
98,1338,2187
95,1349,2187
95,1364,2187
97,1358,2187
98,1353,2187
98,1363,2186
101,1366,2186
98,1360,2186
97,1365,2185
97,1370,2185
97,1373,2185
98,1375,2185
97,1383,2185
98,1389,2186
97,1382,2186
96,1386,2186
97,1371,2186
96,1368,2186
90,1380,2186
90,1372,2186
89,1396,2186
88,1404,2186
86,1420,2186
84,1436,2186
86,1443,2186
89,1448,2186
89,1456,2186
87,1460,2186
87,1454,2186
90,1452,2186
88,1456,2186
87,1455,2186
92,1456,2186
90,1440,2186
86,1452,2186
86,1459,2186
88,1451,2186
93,1448,2186
93,1437,2186
96,1420,2186
101,1426,2186
106,1405,2186
104,1394,2186
110,1383,2186
108,1378,2186
105,1390,2186
105,1385,2186
101,1369,2186
104,1370,2186
102,1377,2186
98,1380,2186
100,1370,2186
103,1376,2186
103,1385,2186
98,1403,2186
97,1404,2186
94,1412,2186
92,1420,2186
90,1425,2186
93,1423,2186
90,1411,2186
92,1412,2186
89,1421,2186
89,1419,2186
92,1425,2186
86,1433,2186
87,1423,2186
89,1411,2187
96,1414,2187
97,1415,2187
94,1405,2187
95,1409,2187
95,1397,2187
100,1394,2187
101,1385,2187
100,1380,2187
100,1389,2187
102,1371,2187
101,1371,2187
99,1372,2187
99,1363,2187
100,1365,2187
100,1379,2187
96,1384,2187
92,1383,2187
91,1386,2187
92,1393,2187
95,1396,2187
98,1405,2187
101,1396,2187
102,1385,2187
104,1380,2187
100,1372,2187
101,1362,2187
100,1358,2187
106,1369,2187
105,1380,2187
107,1373,2187
112,1367,2187
112,1361,2187
106,1367,2187
103,1369,2187
109,1362,2187
113,1353,2187
110,1364,2187
110,1358,2187
107,1346,2187
105,1354,2187
107,1362,2187
103,1365,2187
100,1371,2187
98,1373,2187
92,1391,2187
91,1390,2187
91,1402,2187
93,1409,2187
96,1416,2187
98,1414,2187
90,1424,2187
86,1421,2187
85,1427,2187
87,1422,2187
89,1425,2187
89,1432,2187
94,1422,2187
97,1418,2187
92,1436,2187
92,1433,2187
96,1417,2187
98,1405,2187
102,1399,2187
105,1383,2187
107,1356,2187
108,1355,2187
107,1361,2187
106,1375,2187
106,1365,2187
102,1366,2187
99,1358,2187
95,1360,2187
97,1369,2187
100,1379,2187
101,1382,2187
97,1381,2187
92,1406,2187
94,1397,2187
93,1406,2187
90,1411,2187
91,1425,2187
90,1438,2187
89,1431,2187
88,1440,2187
89,1446,2187
88,1440,2187
91,1455,2187
94,1453,2187
90,1464,2187
90,1470,2187
91,1471,2187
92,1463,2187
93,1456,2187
90,1465,2187
84,1468,2187
85,1469,2187
81,1476,2187
82,1475,2187
80,1481,2187
73,1488,2187
70,1491,2187
71,1504,2187
74,1499,2187
74,1504,2187
75,1497,2187
77,1510,2187
79,1518,2187
81,1524,2187
84,1519,2187
88,1521,2187
89,1506,2187
88,1490,2187
89,1492,2187
93,1481,2187
91,1484,2187
93,1470,2187
96,1464,2187
103,1446,2187
110,1445,2187
114,1430,2187
113,1423,2187
113,1419,2187
119,1414,2187
119,1402,2187
117,1385,2187
113,1367,2187
114,1367,2187
111,1374,2187
110,1381,2187
111,1369,2187
110,1368,2187
110,1369,2187
105,1371,2187
107,1362,2187
109,1363,2187
107,1377,2186
106,1374,2186
106,1360,2186
108,1374,2186
104,1391,2185
103,1393,2185
99,1389,2184
95,1386,2184
89,1391,2184
86,1386,2184
86,1391,2183
85,1382,2183
84,1393,2183
81,1403,2182
80,1418,2183
82,1422,2183
81,1424,2184
80,1418,2183
80,1426,2183
79,1419,2184
80,1441,2185
80,1451,2184
80,1444,2184
79,1448,2184
81,1453,2184
80,1474,2184
83,1483,2184
83,1495,2184
84,1510,2184
84,1498,2185
84,1499,2185
82,1501,2185
81,1500,2186
83,1499,2186
78,1514,2186
76,1514,2186
74,1515,2186
77,1503,2186
79,1499,2186
79,1512,2186
79,1513,2186
81,1515,2186
83,1515,2186
81,1513,2186
81,1506,2186
77,1510,2186
78,1517,2186
80,1506,2186
77,1504,2187
75,1514,2187
73,1517,2187
73,1504,2187
75,1496,2187
79,1482,2187
82,1486,2187
83,1476,2187
81,1473,2187
85,1466,2187
84,1456,2187
87,1456,2187
86,1460,2187
85,1463,2187
89,1465,2187
91,1456,2187
92,1451,2187
92,1459,2187
93,1456,2187
97,1446,2187
99,1455,2187
102,1444,2187
99,1433,2187
99,1419,2187
102,1411,2187
107,1408,2187
106,1402,2187
102,1402,2187
103,1402,2187
96,1398,2187
94,1413,2187
97,1413,2187
98,1414,2187
96,1415,2187
98,1406,2187
99,1406,2187
96,1408,2187
97,1411,2187
97,1407,2187
98,1403,2187
98,1407,2187
97,1402,2187
95,1389,2187
93,1396,2187
92,1404,2187
90,1390,2187
89,1384,2187
89,1386,2187
89,1392,2187
88,1405,2187
89,1405,2187
89,1405,2187
89,1404,2187
92,1395,2187
94,1394,2187
93,1409,2187
93,1409,2187
89,1412,2187
89,1411,2187
92,1419,2187
89,1419,2187
90,1431,2187
90,1429,2187
88,1431,2187
91,1435,2187
90,1425,2187
94,1430,2187
94,1426,2187
91,1420,2187
89,1412,2187
91,1403,2187
95,1407,2187
93,1404,2187
92,1413,2187
89,1413,2187
87,1425,2187
88,1432,2187
91,1434,2187
89,1433,2187
88,1438,2187
87,1435,2187
84,1440,2187
83,1438,2187
80,1449,2187
78,1465,2187
82,1464,2187
87,1469,2187
85,1456,2187
92,1447,2187
95,1439,2187
92,1424,2187
93,1423,2187
94,1406,2187
93,1403,2187
93,1402,2187
99,1405,2187
99,1400,2187
98,1386,2187
103,1369,2187
107,1368,2187
107,1369,2187
106,1345,2187
111,1334,2187
115,1326,2187
116,1313,2187
116,1312,2187
119,1312,2187
112,1316,2187
111,1303,2187
111,1314,2187
110,1319,2187
110,1317,2187
108,1312,2187
104,1314,2187
105,1313,2187
102,1322,2187
101,1327,2187
102,1331,2187
99,1348,2187
97,1349,2187
96,1350,2187
98,1365,2187
99,1370,2187
96,1385,2187
94,1399,2187
91,1404,2187
83,1413,2187
80,1412,2187
83,1417,2187
80,1423,2187
73,1433,2187
74,1430,2187
75,1433,2187
75,1439,2187
75,1440,2187
77,1453,2187
80,1455,2187
82,1448,2187
80,1450,2187
81,1452,2187
80,1457,2187
77,1454,2187
82,1450,2187
80,1454,2187
81,1454,2187
80,1446,2187
85,1437,2187
85,1440,2187
82,1446,2187
82,1444,2187
85,1432,2187
86,1423,2187
89,1418,2187
88,1420,2187
90,1422,2187
93,1421,2187
92,1431,2187
90,1425,2187
88,1424,2187
85,1435,2187
87,1432,2187
87,1436,2187
86,1436,2187
84,1444,2187
86,1440,2187
81,1452,2187
82,1459,2187
82,1466,2187
82,1466,2187
85,1470,2187
86,1471,2187
86,1475,2187
84,1478,2187
82,1481,2187
85,1479,2187
83,1478,2187
79,1478,2187
80,1489,2187
78,1492,2187
78,1490,2187
79,1491,2187
79,1497,2187
78,1500,2187
78,1509,2187
79,1510,2187
80,1510,2187
81,1518,2187
81,1515,2187
83,1518,2187
83,1515,2187
83,1519,2187
82,1523,2187
84,1518,2187
85,1515,2187
84,1516,2187
83,1505,2187
84,1508,2187
85,1505,2187
92,1499,2187
94,1485,2187
96,1481,2187
97,1473,2187
98,1466,2187
102,1463,2187
106,1441,2187
108,1428,2187
109,1419,2187
110,1434,2187
112,1422,2187
108,1407,2187
107,1397,2187
110,1378,2187
114,1372,2187
117,1363,2187
119,1344,2187
117,1333,2187
117,1343,2187
114,1337,2187
115,1325,2187
114,1326,2187
111,1323,2187
116,1320,2187
113,1326,2187
108,1330,2187
108,1337,2187
100,1337,2187
97,1332,2187
95,1328,2187
94,1347,2187
88,1352,2187
88,1360,2187
89,1370,2187
89,1370,2187
91,1381,2187
88,1381,2187
86,1407,2187
88,1420,2187
87,1416,2187
86,1409,2187
84,1413,2187
81,1413,2187
81,1426,2187
79,1425,2187
81,1440,2187
80,1422,2187
84,1422,2187
86,1427,2187
87,1416,2187
89,1423,2187
88,1426,2187
86,1425,2187
86,1427,2187
88,1432,2187
91,1422,2187
90,1427,2187
91,1420,2187
94,1427,2187
94,1429,2187
93,1429,2187
94,1427,2187
94,1428,2187
92,1436,2187
92,1437,2187
93,1435,2187
94,1428,2187
90,1418,2187
91,1433,2187
95,1434,2187
96,1440,2187
100,1439,2187
102,1413,2187
103,1402,2187
105,1394,2187
105,1397,2187
104,1388,2187
104,1364,2187
108,1373,2187
106,1367,2187
104,1365,2187
104,1367,2187
106,1368,2187
105,1368,2187
108,1362,2187
106,1369,2187
105,1361,2187
105,1366,2187
103,1363,2187
99,1370,2187
99,1369,2187
99,1378,2187
98,1380,2187
104,1365,2187
97,1373,2187
97,1364,2187
98,1367,2187
96,1369,2187
98,1384,2187
99,1378,2187
99,1385,2187
98,1370,2187
103,1380,2187
108,1371,2187
105,1361,2187
106,1363,2187
108,1352,2187
108,1352,2187
107,1351,2187
103,1346,2187
101,1363,2187
102,1377,2187
100,1381,2187
100,1385,2187
99,1394,2187
96,1394,2187
95,1412,2187
93,1422,2187
88,1421,2187
85,1426,2187
87,1429,2187
87,1422,2187
88,1430,2187
86,1433,2187
84,1435,2187
81,1442,2187
86,1452,2187
89,1461,2187
88,1452,2187
89,1461,2187
91,1468,2187
93,1468,2187
89,1452,2187
90,1450,2187
92,1444,2187
88,1445,2187
86,1441,2187
83,1444,2187
85,1441,2187
87,1453,2187
87,1453,2187
87,1455,2187
85,1448,2187
89,1445,2187
91,1435,2187
94,1433,2187
93,1434,2187
94,1437,2187
94,1435,2187
93,1433,2187
91,1440,2187
91,1447,2187
94,1451,2187
94,1453,2187
93,1454,2187
92,1453,2187
91,1447,2187
89,1450,2187
88,1458,2187
90,1450,2187
94,1440,2187
94,1451,2187
92,1444,2187
92,1447,2187
91,1466,2187
90,1465,2187
89,1471,2187
89,1456,2187
88,1448,2187
89,1447,2187
88,1435,2187
92,1434,2187
94,1416,2187
94,1404,2187
95,1404,2187
96,1398,2187
98,1411,2187
95,1406,2187
97,1410,2187
96,1415,2187
95,1414,2187
99,1412,2187
102,1420,2187
104,1420,2187
103,1414,2187
103,1414,2187
103,1406,2187
99,1394,2187
98,1390,2187
101,1394,2187
100,1406,2187
103,1419,2187
111,1405,2187
115,1385,2187
113,1386,2187
109,1371,2187
105,1367,2187
106,1359,2187
105,1371,2187
101,1371,2187
103,1372,2187
99,1363,2187
103,1367,2187
105,1375,2187
106,1368,2187
103,1350,2187
103,1349,2187
102,1355,2187
101,1358,2187
100,1354,2187
102,1351,2187
103,1348,2187
101,1340,2187
105,1337,2187
107,1341,2187
100,1361,2187
97,1355,2187
100,1360,2187
99,1375,2187
98,1370,2187
94,1382,2187
93,1390,2187
96,1392,2187
97,1394,2187
99,1387,2187
100,1377,2187
98,1376,2187
95,1384,2187
96,1378,2187
96,1388,2187
94,1383,2187
89,1388,2187
91,1405,2187
94,1397,2187
97,1379,2187
96,1372,2187
96,1375,2187
95,1385,2187
95,1391,2187
96,1406,2187
93,1398,2187
97,1400,2187
103,1391,2187
102,1386,2187
106,1380,2187
108,1376,2187
112,1364,2187
113,1355,2187
111,1354,2187
106,1352,2187
103,1366,2187
104,1364,2187
108,1339,2187
106,1343,2187
104,1341,2187
107,1344,2187
106,1341,2187
102,1362,2187
102,1372,2187
101,1372,2187
98,1377,2187
100,1362,2187
106,1355,2187
105,1358,2187
103,1358,2187
107,1335,2187
113,1326,2187
111,1324,2187
108,1324,2187
114,1325,2187
116,1335,2187
114,1347,2187
111,1355,2187
110,1363,2187
103,1372,2187
103,1368,2187
102,1355,2187
100,1357,2187
101,1365,2187
95,1380,2187
92,1384,2187
88,1402,2187
83,1410,2187
84,1422,2187
82,1421,2187
84,1432,2187
83,1436,2187
84,1445,2186
80,1454,2186
78,1456,2186
82,1446,2185
85,1449,2185
84,1437,2185
83,1443,2185
86,1449,2185
86,1454,2185
87,1450,2185
88,1432,2185
84,1447,2185
82,1454,2185
83,1449,2185
83,1442,2185
84,1440,2185
87,1443,2185
88,1445,2186
89,1434,2186
89,1438,2186
91,1443,2186
91,1439,2187
92,1430,2187
91,1428,2187
94,1426,2187
95,1420,2187
97,1415,2187
97,1418,2187
94,1412,2187
92,1409,2187
92,1396,2187
94,1392,2187
96,1390,2187
97,1390,2187
93,1384,2187
94,1395,2187
94,1396,2187
91,1387,2187
92,1404,2187
93,1411,2187
93,1424,2187
93,1423,2187
93,1437,2187
95,1431,2187
90,1433,2187
89,1440,2187
91,1435,2187
93,1436,2187
89,1429,2187
87,1439,2187
85,1446,2187
85,1451,2187
84,1445,2187
84,1460,2187
84,1456,2187
84,1460,2187
85,1458,2187
85,1465,2187
86,1463,2187
83,1461,2187
83,1462,2187
81,1460,2187
82,1450,2187
84,1446,2187
85,1448,2187
84,1453,2187
83,1453,2187
83,1454,2187
84,1438,2187
82,1454,2187
84,1454,2187
83,1459,2187
85,1463,2187
89,1468,2187
90,1469,2187
93,1461,2187
93,1450,2187
93,1445,2187
92,1447,2187
90,1449,2187
89,1440,2187
88,1443,2187
89,1448,2187
93,1445,2187
94,1435,2187
96,1437,2187
99,1423,2187
98,1410,2187
99,1400,2187
96,1406,2187
97,1401,2187
101,1400,2187
104,1400,2187
105,1400,2187
104,1400,2187
106,1396,2187
106,1404,2187
100,1407,2187
100,1398,2187
103,1399,2187
107,1388,2187
107,1369,2187
105,1378,2187
104,1375,2187
100,1378,2187
99,1377,2187
99,1378,2187
96,1381,2187
95,1387,2187
98,1387,2187
98,1384,2187
96,1388,2187
96,1393,2187
96,1404,2187
94,1421,2187
93,1427,2187
88,1426,2187
85,1445,2187
87,1465,2187
89,1466,2187
86,1473,2187
84,1482,2187
83,1490,2187
80,1501,2187
80,1503,2187
80,1515,2187
82,1523,2187
81,1530,2187
83,1538,2187
84,1521,2187
86,1535,2187
83,1535,2187
76,1533,2187
76,1536,2187
77,1534,2187
81,1518,2187
84,1512,2187
83,1504,2187
80,1496,2187
83,1488,2187
83,1481,2187
86,1472,2187
86,1469,2187
86,1463,2187
85,1460,2187
84,1460,2187
84,1466,2187
82,1471,2187
78,1475,2187
80,1484,2187
82,1479,2187
82,1491,2187
80,1498,2187
82,1520,2187
80,1526,2187
85,1521,2187
85,1527,2187
83,1519,2187
79,1522,2187
80,1526,2187
78,1531,2187
75,1547,2187
75,1540,2187
75,1542,2187
74,1550,2187
71,1544,2187
70,1553,2187
72,1562,2187
73,1554,2187
74,1545,2187
76,1541,2187
77,1541,2187
78,1540,2187
76,1529,2187
80,1528,2187
83,1518,2187
89,1514,2187
89,1506,2187
91,1494,2187
87,1478,2187
88,1465,2187
89,1460,2187
88,1452,2187
90,1456,2187
87,1454,2187
87,1451,2187
85,1448,2187
85,1458,2187
84,1456,2187
87,1445,2187
84,1444,2187
86,1441,2187
87,1438,2187
86,1435,2187
88,1423,2187
87,1415,2187
87,1425,2187
91,1420,2187
93,1413,2187
91,1411,2187
94,1402,2187
94,1404,2187
96,1398,2187
99,1386,2187
100,1384,2187
98,1380,2187
98,1384,2187
100,1383,2187
97,1386,2187
95,1391,2187
94,1395,2187
93,1396,2187
90,1401,2187
89,1399,2187
84,1398,2187
83,1410,2187
80,1419,2187
79,1430,2187
78,1432,2187
77,1427,2187
75,1426,2187
73,1434,2187
72,1441,2187
73,1437,2187
77,1448,2187
78,1437,2187
79,1450,2187
81,1453,2187
84,1457,2187
83,1463,2187
86,1463,2187
88,1462,2187
86,1452,2187
87,1457,2187
87,1441,2187
92,1439,2187
92,1436,2187
99,1434,2187
96,1421,2187
98,1414,2187
103,1413,2187
104,1408,2187
107,1405,2187
106,1403,2187
108,1398,2187
109,1396,2187
107,1388,2187
108,1371,2187
111,1368,2187
107,1372,2187
105,1370,2187
104,1373,2187
103,1359,2187
98,1358,2187
96,1370,2187
101,1381,2187
103,1385,2187
105,1387,2187
103,1384,2187
104,1382,2187
100,1380,2187
101,1383,2187
102,1381,2187
104,1374,2187
96,1366,2187
96,1360,2187
96,1359,2187
97,1361,2187
97,1360,2187
101,1363,2187
102,1357,2187
105,1361,2187
104,1372,2187
101,1382,2187
99,1390,2187
97,1402,2187
96,1411,2187
95,1425,2187
95,1433,2187
91,1436,2187
89,1444,2185
87,1453,2183
84,1452,2183
83,1466,2183
88,1471,2182
88,1462,2180
88,1460,2180
88,1452,2178
91,1448,2179
94,1444,2177
94,1456,2177
90,1467,2178
86,1478,2178
89,1469,2178
86,1470,2176
87,1468,2176
85,1466,2178
85,1460,2178
84,1460,2177
86,1456,2177
86,1457,2177
84,1466,2176
84,1469,2175
86,1475,2175
86,1475,2174
85,1480,2174
83,1496,2174
80,1511,2172
81,1521,2173
78,1533,2172
76,1548,2171
78,1558,2171
80,1572,2170
77,1575,2170
77,1575,2169
82,1578,2168
84,1563,2168
88,1558,2167
88,1550,2169
87,1530,2168
84,1531,2166
81,1527,2165
78,1521,2165
77,1520,2163
77,1524,2164
81,1521,2164
83,1508,2165
86,1501,2165
84,1497,2167
88,1497,2167
90,1494,2168
90,1486,2170
90,1494,2170
83,1490,2172
85,1500,2172
84,1500,2171
80,1501,2171
85,1504,2170
85,1510,2171
83,1506,2170
81,1514,2170
80,1510,2172
79,1510,2172
84,1510,2173
87,1494,2173
87,1479,2174
92,1466,2175
92,1461,2176
93,1458,2176
92,1450,2176
92,1456,2177
97,1439,2177
97,1433,2177
97,1423,2177
100,1420,2177
103,1414,2177
102,1416,2178
103,1410,2178
106,1409,2178
112,1396,2179
110,1383,2178
107,1377,2178
105,1377,2178
102,1382,2178
100,1378,2180
101,1386,2182
104,1382,2184
105,1372,2183
102,1376,2183
101,1358,2183
104,1360,2183
106,1351,2183
104,1352,2183
107,1344,2183
104,1336,2183
98,1351,2183
99,1351,2183
97,1346,2184
98,1346,2184
93,1357,2184
91,1364,2184
93,1373,2184
94,1372,2184
93,1398,2184
90,1411,2184
86,1418,2184
82,1431,2185
81,1442,2185
80,1447,2185
81,1456,2185
77,1463,2185
76,1468,2185
75,1478,2186
78,1484,2186
79,1488,2186
79,1499,2186
81,1491,2186
81,1489,2186
76,1503,2186
77,1506,2186
78,1512,2186
80,1510,2186
83,1496,2186
79,1497,2186
81,1489,2186
83,1487,2186
87,1492,2186
84,1479,2186
86,1480,2186
85,1486,2186
82,1493,2186
82,1494,2186
84,1491,2186
88,1503,2186
86,1522,2186
89,1514,2186
89,1499,2186
93,1487,2186
94,1489,2186
90,1475,2186
90,1479,2186
91,1467,2186
92,1465,2186
97,1459,2186
97,1453,2186
99,1441,2186
92,1438,2186
88,1456,2186
89,1449,2186
85,1440,2186
83,1458,2186
83,1463,2186
80,1478,2186
78,1478,2186
74,1477,2186
74,1484,2186
74,1506,2186
74,1514,2186
73,1511,2186
72,1508,2186
72,1517,2186
76,1513,2186
75,1508,2186
77,1516,2186
81,1508,2186
79,1505,2186
80,1501,2186
81,1487,2186
83,1496,2186
85,1496,2186
84,1492,2186
88,1482,2186
91,1480,2186
91,1474,2186
88,1468,2186
92,1474,2186
96,1462,2186
97,1455,2186
99,1445,2186
98,1435,2186
103,1423,2186
105,1398,2186
108,1398,2186
108,1397,2186
108,1397,2186
106,1400,2186
104,1402,2187
102,1399,2187
107,1393,2187
110,1380,2187
112,1366,2187
116,1357,2187
116,1353,2187
118,1332,2187
122,1322,2187
121,1323,2187
116,1301,2187
122,1299,2187
125,1288,2187
125,1283,2187
125,1283,2187
123,1285,2187
121,1293,2187
122,1292,2187
119,1284,2187
122,1288,2187
117,1290,2187
115,1298,2187
114,1305,2187
110,1314,2187
107,1324,2187
105,1328,2187
103,1337,2187
102,1349,2187
99,1351,2187
98,1369,2187
95,1359,2187
94,1366,2187
97,1368,2187
99,1357,2187
104,1351,2187
101,1368,2187
98,1369,2187
98,1366,2187
94,1367,2187
95,1367,2187
97,1361,2187
100,1339,2187
99,1338,2187
102,1340,2187
104,1331,2187
103,1336,2187
102,1338,2187
102,1347,2187
99,1343,2187
97,1349,2187
99,1364,2187
98,1361,2187
98,1361,2187
99,1372,2187
101,1358,2187
106,1354,2187
104,1355,2187
104,1356,2187
102,1340,2187
103,1344,2187
103,1342,2187
103,1354,2187
104,1350,2187
102,1333,2187
100,1333,2187
100,1351,2187
100,1355,2187
100,1361,2187
101,1355,2187
102,1350,2187
98,1358,2187
97,1363,2187
97,1353,2187
96,1350,2187
93,1348,2187
96,1363,2187
100,1369,2187
102,1351,2187
99,1347,2187
100,1343,2187
100,1353,2187
94,1352,2187
97,1359,2187
93,1356,2187
96,1378,2187
95,1378,2187
94,1383,2187
92,1385,2187
92,1394,2187
96,1387,2187
99,1396,2187
102,1398,2187
100,1397,2187
103,1399,2187
104,1398,2187
104,1391,2187
100,1392,2187
99,1383,2187
99,1383,2187
96,1363,2187
95,1354,2187
94,1358,2187
96,1365,2187
97,1355,2187
95,1352,2187
96,1348,2187
95,1364,2187
97,1369,2187
100,1375,2187
101,1374,2187
101,1372,2187
104,1370,2187
101,1384,2187
101,1378,2187
100,1373,2187
103,1375,2187
102,1372,2187
97,1367,2187
96,1393,2187
99,1397,2187
96,1397,2187
97,1404,2187
97,1390,2187
96,1385,2187
95,1384,2187
96,1374,2187
97,1367,2187
94,1369,2187
99,1392,2187
104,1392,2187
103,1393,2187
99,1384,2187
101,1393,2187
100,1400,2187
101,1398,2187
102,1389,2187
101,1393,2187
101,1397,2187
99,1408,2187
98,1404,2187
102,1399,2187
99,1386,2187
96,1386,2187
99,1387,2187
101,1386,2187
96,1389,2187
95,1396,2187
96,1389,2187
103,1377,2187
98,1384,2187
98,1380,2187
101,1368,2187
103,1378,2187
103,1373,2187
100,1376,2187
99,1368,2187
102,1365,2187
102,1371,2187
100,1369,2187
96,1361,2187
95,1373,2187
94,1380,2187
99,1374,2187
93,1380,2187
91,1398,2187
92,1413,2187
