locusts,left-grass,right-grass
50,2139,2187
50,2101,2187
50,2069,2187
50,2039,2187
48,2014,2187
48,1992,2187
47,1973,2187
47,1951,2187
47,1926,2187
47,1910,2187
46,1899,2187
45,1886,2187
45,1868,2187
45,1859,2187
45,1849,2187
45,1850,2187
43,1844,2187
43,1833,2187
42,1824,2187
42,1817,2187
41,1816,2187
42,1824,2187
43,1831,2187
44,1839,2187
47,1833,2187
49,1827,2187
48,1818,2187
49,1812,2187
51,1801,2187
52,1795,2187
53,1795,2187
54,1795,2187
55,1791,2187
55,1778,2187
59,1773,2187
63,1766,2187
67,1761,2187
66,1754,2187
69,1748,2187
74,1732,2187
76,1702,2187
81,1679,2187
84,1666,2187
84,1659,2187
90,1631,2187
93,1600,2187
94,1587,2187
92,1572,2187
92,1555,2187
89,1538,2187
92,1530,2187
96,1511,2187
94,1501,2187
95,1492,2187
96,1496,2187
93,1495,2187
96,1487,2187
96,1478,2187
94,1478,2187
92,1491,2187
95,1479,2187
93,1476,2187
93,1471,2187
96,1471,2187
97,1474,2187
100,1467,2187
101,1447,2187
95,1452,2187
93,1458,2187
91,1446,2187
88,1432,2187
87,1436,2187
85,1434,2187
88,1442,2187
85,1448,2187
81,1459,2187
81,1468,2187
80,1467,2187
81,1463,2187
80,1470,2187
82,1472,2187
81,1468,2187
80,1475,2187
84,1467,2187
86,1461,2187
89,1454,2187
95,1437,2187
96,1446,2187
97,1449,2187
99,1453,2187
100,1447,2187
101,1461,2187
106,1462,2187
112,1448,2187
116,1427,2187
113,1410,2187
116,1411,2187
118,1404,2187
118,1397,2187
120,1384,2187
120,1379,2187
122,1367,2187
123,1352,2187
124,1360,2187
122,1349,2187
122,1337,2187
126,1326,2187
127,1309,2187
130,1300,2187
128,1288,2187
126,1277,2187
123,1267,2187
118,1272,2187
119,1266,2187
120,1261,2187
117,1264,2187
122,1252,2187
125,1257,2187
123,1270,2187
116,1273,2187
113,1282,2187
115,1285,2187
114,1287,2187
111,1288,2187
107,1287,2187
108,1284,2187
108,1291,2187
104,1295,2187
103,1304,2187
103,1318,2187
101,1340,2187
99,1352,2187
99,1354,2187
99,1358,2187
102,1360,2187
96,1379,2187
97,1381,2187
99,1387,2187
97,1390,2186
96,1390,2185
94,1390,2185
93,1392,2184
93,1398,2183
93,1405,2183
88,1402,2183
86,1412,2182
83,1411,2180
83,1410,2180
81,1411,2182
81,1430,2180
80,1440,2180
82,1453,2178
84,1466,2178
82,1474,2177
80,1474,2177
82,1476,2175
80,1474,2175
77,1476,2174
78,1487,2174
79,1495,2173
79,1504,2172
76,1513,2172
75,1517,2173
79,1511,2172
78,1525,2172
80,1518,2172
82,1518,2173
85,1523,2173
85,1525,2173
87,1518,2174
87,1513,2175
87,1517,2176
88,1505,2175
87,1502,2176
85,1513,2176
87,1516,2176
85,1526,2177
82,1527,2177
85,1519,2177
86,1509,2178
87,1510,2178
88,1519,2180
87,1505,2180
88,1508,2181
90,1507,2181
92,1498,2183
92,1488,2184
95,1473,2185
97,1473,2184
101,1462,2184
103,1451,2184
104,1440,2184
100,1452,2184
101,1437,2184
102,1423,2184
101,1414,2184
98,1418,2185
93,1418,2185
91,1423,2185
90,1430,2185
